Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2022-04-28,4,118,Silt Loam,Loamy,Platy,2.517.453,6.599.924.652,1.520.015.011,1.528.994.367,1.501.299.821,7.150.243.926,243.091.616,0.281851973,1.985.394.759,2.434.408.718,1.011.244.889,8.608.005.948,0.0,32.0,321.7,74.4,1,0,1,3.192.227.532,1177688
2022-04-29,4,119,Loamy,Loamy,Granular,2.517.453,6.960.401.513,1.623.030.277,1.211.021.527,1.322.591.056,5.607.329.816,1.797.356.268,0.184651215,1.883.430.042,211.163.832,2.160.451.844,1.849.831.316,0.1,32.7,316.4,55.9,1,0,1,3.535.468.649,1177688
2022-04-30,4,120,Silt Loam,Sandy,Granular,2.517.453,5.148.429.539,1.884.524.517,1.201.324.498,2.299.642.173,6.450.756.362,3.285.395.069,0.185489421,1.850.804.969,1.874.958.506,1.291.873.279,5.404.139.811,21.8,30.8,305.5,67.9,1,0,1,2.945.025.537,1177688
2022-05-01,5,121,Silt Loam,Sandy,Massive,2.517.453,5.837.066.483,2.032.402.071,1.384.480.345,2.872.860.548,5.325.618.457,3.722.720.964,0.328958181,27.587.782,2.165.203.022,2.330.689.866,13.054.848,3.8,30.6,255.5,58.4,1,0,1,340.215.481,1177688
2022-05-02,5,122,Sandy Loam,Silty,Massive,2.517.453,5.080.468.396,2.488.553.315,1.325.786.852,2.610.543.188,7.208.325.212,5.953.923.044,0.272856948,415.890.281,2.188.231.643,2.445.906.153,0.055821196,7.1,30.0,251.6,54.9,1,0,1,4.588.541.012,1177688
2022-05-03,5,123,Sandy Loam,Silty,Granular,2.517.453,6.295.003.642,2.203.721.908,1.341.132.876,2.292.397.646,5.340.030.962,5.568.086.251,0.133135117,1.822.171.286,1.256.198.829,1.059.454.419,0.962918499,25.8,27.5,168.0,64.8,0,0,0,3.661.894.312,1177688
2022-05-04,5,124,Sandy Loam,Clayey,Blocky,2.517.453,5.256.006.073,2.439.822.447,1.228.931.999,1.119.377.938,6.619.782.603,2.456.431.285,0.286444576,1.988.429.721,1.822.962.353,2.380.603.252,1.355.889.668,9.9,27.7,260.0,79.5,1,0,1,2.438.674.221,1177688
2022-05-05,5,125,Clay Loam,Silty,Granular,2.517.453,5.439.734.297,171.186.825,1.501.580.494,2.914.705.916,5.563.933.352,3.293.430.819,0.23752642,1.838.933.485,2.229.232.953,1.759.717.001,1.512.753.975,9.0,29.5,244.2,76.1,1,0,1,4.443.060.946,1177688
2022-05-06,5,126,Loamy,Silty,Blocky,2.517.453,6.947.983.244,1.930.742.208,1.488.234.322,2.852.493.213,6.891.598.234,3.816.064.701,0.33086862,3.856.532.665,1.532.504.361,2.806.803.413,1.860.052.115,8.2,28.5,264.4,61.9,1,0,1,4.595.403.202,1177688
2022-05-07,5,127,Sandy Loam,Loamy,Blocky,2.517.453,5.614.127.396,1.572.681.207,1.454.741.325,2.242.223.635,5.460.485.241,4.077.381.829,0.193170505,3.370.269.668,1.137.729.172,2.508.853.617,1.110.168.652,4.5,29.3,305.0,43.3,1,0,1,3.775.901.457,1177688
2022-05-08,5,128,Silt Loam,Loamy,Platy,2.517.453,5.670.080.007,1.678.750.779,1.275.045.013,2.535.099.577,6.895.712.578,2.566.649.319,0.253418991,369.628.287,1.274.936.159,1.549.037.194,1.478.594.378,0.2,30.9,316.7,47.7,1,0,1,4.009.889.694,1177688
2022-05-09,5,129,Clay Loam,Sandy,Massive,2.517.453,6.544.905.266,2.163.491.953,1.512.785.057,2.045.760.494,6.264.975.576,2.798.455.769,0.379338255,4.402.555.477,1.898.413.921,1.085.692.057,0.385783432,1.8,29.5,63.3,82.3,1,0,1,3.204.223.905,1177688
2022-05-10,5,130,Sandy Loam,Loamy,Granular,2.517.453,6.648.813.666,24.846.378,1.447.636.653,1.785.671.871,6.771.715.285,4.270.857.092,0.273215926,3.811.696.492,2.345.962.873,2.207.763.472,373.021.026,28.7,27.7,94.8,91.2,0,0,0,4.508.015.004,1177688
2022-05-11,5,131,Loamy,Sandy,Blocky,2.517.453,5.787.883.456,1.825.254.583,1.355.323.696,2.291.108.671,6.301.519.555,3.019.556.075,0.369381511,2.659.501.295,1.944.860.656,2.050.974.573,5.366.810.325,11.5,27.1,295.1,91.4,0,0,0,4.719.347.872,1177688
2022-05-12,5,132,Loamy,Sandy,Platy,2.517.453,5.731.390.542,1.516.081.919,1.317.158.412,1.385.586.267,639.135.568,4.738.745.111,0.254534152,4.227.220.018,2.000.350.096,2.303.098.311,1.453.758.458,10.4,28.1,243.2,74.0,1,0,1,2.216.110.839,1177688
2022-05-13,5,133,Clay Loam,Clayey,Granular,2.517.453,6.364.034.297,2.178.520.954,1.579.103.305,1.157.743.518,651.108.054,2.842.588.675,0.316644986,1.826.576.803,1.778.824.091,1.749.084.677,1.626.221.563,9.6,29.4,231.3,80.7,1,0,1,2.645.876.458,1177688
2022-05-14,5,134,Loamy,Loamy,Massive,2.517.453,6.961.421.097,198.691.848,1.311.152.352,1.434.275.284,5.570.859.612,2.446.894.631,0.398425803,2.834.212.871,1.089.771.025,1.407.170.757,1.627.646.766,0.4,29.6,233.9,85.8,1,0,1,4.937.996.179,1177688
2022-05-15,5,135,Clay Loam,Loamy,Platy,2.517.453,6.389.641.551,2.447.827.514,1.411.136.738,299.656.537,643.937.023,3.919.424.499,0.182011484,3.429.248.371,2.201.384.757,1.299.768.139,552.085.236,0.7,31.2,211.2,59.8,1,0,1,217.753.643,1177688
2022-05-16,5,136,Sandy Loam,Sandy,Platy,2.517.453,560.032.808,2.184.566.676,1.452.724.902,2.257.391.691,5.659.598.549,1.977.021.971,0.182284322,2.512.528.725,1.908.869.636,2.147.968.813,1.182.714.573,2.9,30.9,215.8,68.5,1,0,1,4.407.792.006,1177688
2022-05-17,5,137,Silt Loam,Silty,Blocky,2.517.453,6.071.722.668,2.142.770.319,1.293.491.765,1.018.503.566,5.748.649.722,5.706.218.226,0.324473763,3.069.978.156,2.065.468.179,1.716.044.243,6.883.625.974,0.3,31.1,285.4,83.0,1,0,1,2.635.410.417,1177688
2022-05-18,5,138,Clay Loam,Silty,Massive,2.517.453,6.593.471.316,1.812.292.632,1.301.656.494,2.518.627.928,6.247.558.454,2.502.405.733,0.269436145,434.580.164,2.305.658.057,1.872.128.518,9.468.186.612,20.5,31.7,183.0,71.9,1,0,1,4.558.857.935,1177688
2022-05-19,5,139,Loamy,Clayey,Platy,2.517.453,6.562.977.308,2.307.140.527,1.450.613.574,2.459.052.314,5.570.638.992,3.577.275.389,0.268076781,3.368.082.523,1.387.429.766,1.619.150.355,0.15086072,9.7,31.0,265.6,89.1,1,0,1,4.206.900.189,1177688
2022-05-20,5,140,Sandy Loam,Sandy,Blocky,2.517.453,5.278.528.837,1.740.241.023,1.321.024.014,1.091.262.315,6.547.450.738,4.720.470.926,0.115408283,3.416.077.199,2.117.982.922,1.314.002.216,1.870.683.007,3.8,29.8,266.1,72.5,1,0,1,3.282.543.608,1177688
2022-05-21,5,141,Loamy,Loamy,Massive,2.517.453,5.828.961.167,248.125.712,1.400.903.213,1.694.042.299,5.748.919.902,4.219.608.997,0.294235013,2.200.638.127,1.168.152.427,2.994.733.414,1.378.546.747,6.5,28.7,272.5,86.0,1,0,1,4.147.525.426,1177688
2022-05-22,5,142,Sandy Loam,Clayey,Massive,2.517.453,6.318.614.711,2.417.139.525,1.483.405.006,128.075.002,5.465.103.535,2.810.822.707,0.181335414,2.398.974.152,2.170.802.329,2.600.337.211,1.070.390.889,4.8,29.8,325.2,87.5,1,0,1,3.152.065.387,1177688
2022-05-23,5,143,Clay Loam,Silty,Platy,2.517.453,5.830.485.563,212.071.878,1.497.588.217,1.209.631.968,7.246.799.832,5.711.470.618,0.279887424,4.446.762.592,1.153.738.237,2.222.905.442,1.680.734.678,3.2,31.1,276.1,66.3,1,0,1,2.082.642.082,1177688
2022-05-24,5,144,Clay Loam,Silty,Platy,2.517.453,6.073.753.856,1.526.247.412,1.241.694.247,2.247.422.603,6.089.556.133,3.553.428.469,0.135584531,3.398.365.964,1.469.285.275,2.967.027.708,802.734.351,0.7,30.7,295.8,73.7,1,0,1,3.381.805.509,1177688
2022-05-25,5,145,Sandy Loam,Silty,Blocky,2.517.453,5.266.215.167,2.004.564.819,1.212.381.914,2.091.066.578,7.357.318.916,4.565.878.071,0.130691332,380.765.143,1.444.716.381,2.437.120.475,2.959.893.361,5.7,29.0,204.0,85.2,1,0,1,453.912.378,1177688
2022-05-26,5,146,Clay Loam,Silty,Granular,2.517.453,5.508.157.901,2.206.156.822,1.287.322.379,2.607.536.332,6.036.800.181,2.152.757.712,0.269542881,2.597.120.045,1.997.569.878,137.367.976,1.806.687.334,3.3,29.7,309.8,83.4,1,0,1,416.068.755,1177688
2022-05-27,5,147,Silt Loam,Loamy,Granular,2.517.453,6.621.645.201,2.299.786.808,1.381.400.446,1.682.090.562,5.026.470.064,2.680.330.988,0.198439093,411.448.007,2.168.794.638,1.558.297.199,1.234.449.375,2.7,29.9,311.0,84.7,1,0,1,2.743.478.344,1177688
2022-05-28,5,148,Silt Loam,Sandy,Massive,2.517.453,5.899.632.638,155.082.402,1.429.654.052,1.863.097.736,549.804.497,2.235.229.446,0.27500519,3.009.036.751,1.613.140.355,1.027.051.426,0.779827293,0.8,30.2,282.2,82.3,1,0,1,4.439.544.721,1177688
2022-05-29,5,149,Silt Loam,Silty,Massive,2.517.453,5.404.587.098,1.736.847.745,1.562.908.316,1.207.529.571,7.088.375.876,4.259.009.304,0.19055931,3.477.715.509,2.125.029.682,1.749.880.708,3.744.386.908,6.6,30.3,196.4,91.9,1,0,1,4.843.295.881,1177688
2022-05-30,5,150,Loamy,Clayey,Granular,2.517.453,6.573.445.256,2.138.845.669,1.290.676.555,2.407.437.637,5.900.465.708,1.855.712.645,0.307404033,37.455.759,2.104.488.727,2.810.321.231,6.200.772.496,4.3,29.2,284.0,89.6,1,0,1,2.931.232.843,1177688
2022-05-31,5,151,Sandy Loam,Clayey,Massive,2.517.453,6.580.070.068,168.469.876,1.236.107.741,1.452.523.283,7.115.942.306,3.400.395.324,0.262751121,3.629.923.934,1.071.801.603,1.542.812.109,1.866.977.615,11.0,30.0,254.1,89.1,1,0,1,3.582.164.553,1177688
2022-11-01,11,305,Sandy Loam,Loamy,Blocky,2.399.057,6.498.482.176,1.987.203.571,1.447.609.081,1.090.513.149,6.824.696.695,5.716.691.283,0.328407567,2.516.203.587,1.923.334.721,1.195.282.403,955.429.464,0.0,29.0,223.5,11.6,1,0,1,2.994.670.957,1146288
2022-11-02,11,306,Clay Loam,Silty,Platy,2.399.057,6.319.324.214,1.694.514.407,1.396.590.981,2.328.153.074,5.541.945.219,1.903.141.347,0.371349528,2.549.759.333,183.326.216,2.927.391.511,1.431.702.538,0.0,28.8,219.5,10.7,1,0,1,3.522.242.024,1146288
2022-11-03,11,307,Loamy,Clayey,Massive,2.399.057,6.677.914.117,1.546.188.054,1.554.235.795,1.889.931.722,5.903.199.444,457.654.907,0.144686381,2.527.163.133,2.413.778.456,220.145.136,4.188.679.465,0.0,27.3,175.6,40.4,0,0,0,2.467.834.937,1146288
2022-11-04,11,308,Loamy,Silty,Massive,2.399.057,6.763.058.789,230.978.476,1.360.485.149,283.572.621,508.348.603,4.379.841.701,0.371666479,3.888.407.137,2.414.103.397,1.519.817.871,1.048.700.512,0.0,26.4,227.7,22.0,1,0,1,3.894.438.428,1146288
2022-11-05,11,309,Clay Loam,Clayey,Blocky,2.399.057,5.090.948.082,167.557.573,1.536.206.723,2.278.298.252,5.632.753.831,3.766.807.827,0.225591149,3.326.975.932,2.446.297.717,1.992.150.647,1.331.289.422,0.0,26.9,225.6,18.1,1,0,1,3.697.629.838,1146288
2022-11-06,11,310,Loamy,Clayey,Massive,2.399.057,5.025.390.546,1.808.429.372,1.501.812.986,2.115.691.176,71.226.354,2.569.173.293,0.352856888,2.080.509.842,2.362.535.769,1.456.457.626,1.419.914.754,0.0,27.5,221.2,8.2,1,0,1,444.259.817,1146288
2022-11-07,11,311,Loamy,Sandy,Platy,2.399.057,5.504.778.571,1.537.845.295,1.519.662.764,2.897.658.727,633.379.211,2.859.491.903,0.207616442,3.260.901.532,1.831.323.474,1.553.658.464,114.807.465,0.0,27.4,221.2,19.8,1,0,1,4.613.921.617,1146288
2022-11-08,11,312,Loamy,Clayey,Granular,2.399.057,5.367.049.948,1.995.936.292,1.332.719.881,2.177.381.712,6.830.325.182,4.223.506.634,0.359998008,3.273.586.696,2.490.851.206,2.847.980.044,9.192.727.175,0.0,27.1,219.8,36.6,1,0,1,3.709.924.284,1146288
2022-11-09,11,313,Sandy Loam,Loamy,Massive,2.399.057,505.493.022,215.212.555,1.253.643.221,225.707.559,5.518.969.134,5.695.080.092,0.308023421,1.539.456.949,1.106.791.642,1.413.282.947,1.456.839.641,0.0,27.2,217.7,21.3,1,0,1,2.232.482.383,1146288
2022-11-10,11,314,Clay Loam,Silty,Granular,2.399.057,6.004.090.928,191.588.256,1.212.713.314,2.913.904.845,5.490.445.047,5.766.307.708,0.363051357,2.883.280.204,1.052.183.227,2.728.636.185,1.065.780.925,0.0,26.7,217.7,35.7,1,0,1,2.698.185.177,1146288
2022-11-11,11,315,Clay Loam,Sandy,Blocky,2.399.057,6.194.364.017,2.024.545.127,1.239.315.997,1.196.538.376,645.956.671,4.627.005.337,0.149757365,3.513.597.496,2.142.558.364,2.177.147.201,1.705.021.773,0.0,26.6,214.3,12.7,1,0,1,2.441.608.492,1146288
2022-11-12,11,316,Loamy,Clayey,Blocky,2.399.057,588.637.263,2.159.095.434,1.363.341.719,1.644.919.272,5.480.004.474,1.509.134.591,0.390403362,3.961.815.754,2.208.495.098,1.315.926.752,1.274.569.566,0.0,26.4,214.8,14.8,0,0,0,2.308.833.111,1146288
2022-11-13,11,317,Silt Loam,Sandy,Blocky,2.399.057,5.285.015.884,1.810.574.127,1.325.898.411,1.900.814.398,5.494.307.441,2.315.130.211,0.163407889,2.668.027.621,1.550.533.154,1.985.147.208,1.460.264.363,0.0,25.7,219.9,12.3,0,0,0,3.745.406.682,1146288
2022-11-14,11,318,Loamy,Loamy,Massive,2.399.057,6.254.597.723,2.357.210.629,1.571.071.977,2.109.129.326,5.248.052.087,1.613.838.182,0.168558501,4.017.146.178,1.101.404.521,1.904.233.162,1.023.457.748,0.0,25.7,217.9,0.6,1,0,1,4.134.944.567,1146288
2022-11-15,11,319,Silt Loam,Clayey,Massive,2.399.057,5.376.490.175,2.461.318.985,1.282.630.646,1.987.084.243,689.889.723,1.996.996.332,0.167614313,4.276.800.631,1.951.235.043,1.753.401.796,987.388.437,0.0,25.3,213.9,12.9,1,0,1,4.400.529.567,1146288
2022-11-16,11,320,Sandy Loam,Clayey,Blocky,2.399.057,667.839.895,2.065.787.193,1.492.945.805,2.274.465.689,5.220.451.694,3.059.549.394,0.235683262,1.951.145.623,1.211.055.211,1.597.140.553,7.347.688.448,0.0,25.7,211.2,7.4,0,0,0,4.655.270.127,1146288
2022-11-17,11,321,Silt Loam,Loamy,Blocky,2.399.057,6.510.891.166,2.469.027.007,1.454.640.528,2.261.922.472,7.222.442.194,2.607.140.247,0.367797854,1.983.757.136,1.767.686.518,2.790.950.019,1.535.514.634,0.0,25.3,211.1,0.3,0,0,0,4.561.069.147,1146288
2022-11-18,11,322,Silt Loam,Loamy,Massive,2.399.057,539.668.637,2.439.261.465,151.100.201,1.550.209.366,7.176.383.852,4.713.021.576,0.204696928,3.787.798.588,216.609.708,106.124.775,0.376295693,0.0,25.4,204.1,5.3,0,0,0,2.264.800.449,1146288
2022-11-19,11,323,Loamy,Sandy,Massive,2.399.057,6.285.544.112,2.208.035.021,1.356.323.228,1.670.888.931,5.403.154.659,1.837.374.384,0.153181475,2.096.714.622,1.853.063.167,1.592.826.235,9.912.462.291,0.0,24.5,189.2,37.7,0,0,0,4.510.542.456,1146288
2022-11-20,11,324,Sandy Loam,Silty,Massive,2.399.057,6.575.656.351,2.329.176.277,1.390.190.023,1.103.612.898,7.418.485.351,5.408.618.361,0.112999989,3.571.386.266,1.793.111.557,2.384.073.473,5.062.172.315,0.0,25.4,122.3,44.5,1,0,1,4.223.873.012,1146288
2022-11-21,11,325,Sandy Loam,Loamy,Massive,2.399.057,5.646.529.676,1.958.557.545,1.596.063.877,2.272.782.254,5.852.319.425,2.164.819.722,0.366850787,359.902.006,1.951.721.121,2.211.190.819,51.798.658,0.0,25.9,183.3,25.9,0,0,0,3.740.147.434,1146288
2022-11-22,11,326,Clay Loam,Silty,Granular,2.399.057,6.201.130.958,230.531.028,1.510.414.769,1.303.957.405,7.222.492.158,3.574.499.563,0.350850258,2.246.238.438,1.119.518.799,1.898.391.515,1.338.417.246,0.0,25.1,208.7,3.2,0,0,0,4.638.073.838,1146288
2022-11-23,11,327,Clay Loam,Loamy,Platy,2.399.057,5.932.636.168,1.595.947.066,1.506.228.991,2.896.397.346,5.180.686.333,5.937.758.048,0.152319285,1.660.479.981,1.533.255.096,1.315.296.485,1.343.240.726,0.0,24.4,206.8,4.4,0,0,0,41.304.973,1146288
2022-11-24,11,328,Loamy,Sandy,Platy,2.399.057,6.799.289.145,2.058.102.632,1.285.524.881,2.213.244.435,535.942.768,1.641.920.831,0.309030651,3.737.841.934,2.266.307.367,1.511.790.622,1.015.181.225,0.0,24.6,204.0,8.0,0,0,0,3.446.535.503,1146288
2022-11-25,11,329,Clay Loam,Sandy,Platy,2.399.057,6.411.912.291,1.557.805.837,1.337.969.373,287.791.187,6.103.489.677,5.595.078.102,0.156229046,2.232.887.866,2.161.990.984,2.886.760.443,8.565.207.011,0.0,25.5,204.5,1.4,0,0,0,4.814.815.011,1146288
2022-11-26,11,330,Clay Loam,Sandy,Massive,2.399.057,5.270.120.995,1.770.348.426,1.202.596.575,1.743.652.517,5.119.180.067,5.578.777.771,0.141902737,3.992.599.293,2.325.541.725,247.179.736,1.592.132.238,0.0,25.6,204.7,0.4,1,0,1,2.995.181.157,1146288
2022-11-27,11,331,Silt Loam,Silty,Massive,2.399.057,542.408.945,1.599.183.445,1.439.517.402,2.572.357.917,5.673.784.138,4.182.992.625,0.36607642,1.644.447.767,2.134.009.538,1.902.062.862,1.444.731.319,0.0,25.7,203.5,2.7,0,0,0,4.333.028.486,1146288
2022-11-28,11,332,Sandy Loam,Clayey,Platy,2.399.057,5.397.785.927,1.593.615.693,1.405.193.963,1.604.187.584,6.497.091.289,5.142.243.327,0.297317618,3.310.020.802,1.705.169.013,2.523.886.809,330.707.371,0.0,25.2,200.9,19.8,0,0,0,2.825.691.949,1146288
2022-11-29,11,333,Sandy Loam,Sandy,Granular,2.399.057,5.544.715.297,1.887.023.283,1.459.118.631,2.139.702.278,53.290.723,2.524.174.436,0.382268165,3.993.015.975,1.486.549.557,2.901.124.102,8.222.923.374,0.0,25.7,135.0,64.1,0,0,0,2.345.456.257,1146288
2022-11-30,11,334,Loamy,Loamy,Platy,2.399.057,5.137.333.686,1.834.119.711,1.257.555.569,1.834.832.567,5.311.170.106,3.604.497.659,0.141356987,2.065.316.839,180.060.475,2.531.635.667,1.495.189.017,0.0,26.9,150.9,29.8,1,0,1,3.373.672.363,1146288
2022-12-01,12,335,Sandy Loam,Sandy,Granular,2.399.057,5.937.033.969,1.862.765.715,1.534.305.598,1.251.316.207,600.296.645,5.728.477.219,0.376629755,1.579.696.097,1.595.138.528,2.490.452.275,5.499.465.407,0.0,25.6,199.5,0.5,0,0,0,4.135.505.777,1146288
2022-12-02,12,336,Clay Loam,Clayey,Massive,2.399.057,5.340.052.008,1.645.629.608,1.564.618.669,2.978.079.787,5.257.800.844,3.942.377.383,0.362708424,2.439.717.373,2.436.128.382,2.006.436.917,1.162.485.672,0.0,25.0,200.0,0.2,0,0,0,2.724.359.412,1146288
2022-12-03,12,337,Clay Loam,Clayey,Blocky,2.399.057,5.726.396.633,2.336.381.789,1.261.939.289,1.824.709.408,6.632.102.824,5.953.139.345,0.191878862,4.416.182.869,244.796.949,2.361.991.392,1.368.596.573,0.0,24.5,200.4,0.0,0,0,0,4.052.690.241,1146288
2022-12-04,12,338,Clay Loam,Silty,Massive,2.399.057,6.528.791.177,1.640.238.613,1.217.385.869,2.838.418.453,6.976.064.026,4.077.113.182,0.303166848,3.345.481.842,1.989.876.468,2.667.658.193,1.302.708.928,0.0,23.8,198.7,0.0,0,0,0,3.666.081.477,1146288
2022-12-05,12,339,Sandy Loam,Clayey,Massive,2.399.057,6.522.770.927,2.420.647.903,1.461.477.793,1.081.744.181,6.184.597.944,2.787.024.149,0.316762431,2.167.386.245,1.935.453.722,2.288.700.023,1.614.561.299,0.0,23.6,198.0,0.0,0,0,0,2.128.700.853,1146288
2022-12-06,12,340,Loamy,Clayey,Granular,2.399.057,6.650.908.367,1.618.043.673,1.263.298.545,1.421.964.936,5.163.260.819,3.884.081.906,0.333697263,4.469.589.125,2.367.758.093,2.967.128.069,1.620.670.015,0.0,23.6,196.5,0.0,0,0,0,2.407.190.594,1146288
2022-12-07,12,341,Clay Loam,Silty,Granular,2.399.057,5.339.596.821,1.875.591.626,1.362.496.025,1.955.048.359,6.530.767.979,2.952.167.816,0.386133374,2.966.928.081,1.835.519.339,1.896.913.464,7.290.207.583,0.0,23.4,185.2,12.9,0,0,0,3.467.384.165,1146288
2022-12-08,12,342,Silt Loam,Sandy,Platy,2.399.057,540.097.427,2.363.357.589,1.471.641.394,2.806.073.657,5.599.586.185,279.951.169,0.206690882,2.117.894.483,1.728.796.156,2.044.144.209,8.591.408.361,0.0,23.5,177.3,26.9,0,0,0,2.420.822.415,1146288
2022-12-09,12,343,Clay Loam,Sandy,Platy,2.399.057,6.757.247.271,1.783.293.918,1.339.044.032,2.476.897.456,5.950.086.959,4.387.428.349,0.342185938,40.857.416,2.307.007.287,1.879.421.447,1.836.194.007,0.0,23.2,191.5,8.4,0,0,0,4.677.609.493,1146288
2022-12-10,12,344,Clay Loam,Loamy,Granular,2.399.057,6.867.252.287,171.485.287,1.389.594.572,1.594.001.187,548.194.899,5.676.923.885,0.274256947,3.490.282.976,2.282.887.782,1.499.867.605,1.192.653.047,0.0,23.5,187.5,44.6,0,0,0,3.730.864.236,1146288
2022-12-11,12,345,Sandy Loam,Silty,Massive,2.399.057,613.697.665,1.605.786.904,1.304.774.901,1.637.920.893,6.601.192.167,2.617.649.133,0.354115755,2.227.218.521,1.575.422.132,2.289.555.571,172.760.095,0.0,24.0,193.4,11.0,0,0,0,2.531.226.588,1146288
2022-12-12,12,346,Clay Loam,Sandy,Granular,2.399.057,63.612.853,1.592.786.399,1.304.957.062,2.118.301.081,7.047.314.911,3.186.481.479,0.24028722,3.812.235.791,245.908.319,25.848.954,1.061.867.581,0.0,23.0,192.3,0.6,0,0,0,214.443.033,1146288
2022-12-13,12,347,Clay Loam,Sandy,Blocky,2.399.057,6.498.692.165,1.739.057.978,1.565.885.963,1.721.240.152,7.146.357.634,2.328.270.333,0.190029673,3.273.343.176,1.461.284.957,2.712.701.321,2.989.352.848,0.0,23.0,191.5,0.9,0,0,0,3.056.634.011,1146288
2022-12-14,12,348,Sandy Loam,Silty,Massive,2.399.057,6.831.222.637,1.741.042.846,1.531.446.869,1.080.802.591,6.929.521.678,1.995.870.102,0.389104981,1.586.661.694,1.959.086.983,2.041.941.488,6.759.324.492,0.0,22.6,193.5,0.0,0,0,0,2.095.391.421,1146288
2022-12-15,12,349,Loamy,Clayey,Platy,2.399.057,5.347.013.033,2.206.331.671,1.202.663.738,1.574.389.151,6.366.518.713,324.054.305,0.148292346,4.139.681.048,227.702.157,1.817.695.963,2.969.981.081,0.0,22.9,195.0,21.1,0,0,0,2.841.693.706,1146288
2022-12-16,12,350,Clay Loam,Loamy,Blocky,2.399.057,6.130.474.065,2.200.775.036,1.285.494.186,2.010.513.012,63.895.621,5.628.456.136,0.111547118,3.225.714.448,1.878.946.006,239.435.257,4.962.297.735,0.0,21.8,197.2,13.8,0,0,0,2.336.811.514,1146288
2022-12-17,12,351,Clay Loam,Silty,Granular,2.399.057,50.641.502,2.159.447.704,1.395.830.358,1.346.393.114,5.507.508.079,3.644.645.671,0.365293314,2.663.753.893,1.890.494.419,2.082.599.955,192.000.922,0.0,21.9,193.0,0.6,0,0,0,4.246.928.527,1146288
2022-12-18,12,352,Clay Loam,Loamy,Massive,2.399.057,5.659.640.014,2.024.734.734,1.483.917.137,2.502.582.582,5.037.987.579,3.529.317.065,0.130299464,2.834.587.611,1.147.677.135,134.630.163,1.955.356.799,0.0,21.5,193.5,15.4,0,0,0,2.929.152.298,1146288
2022-12-19,12,353,Silt Loam,Sandy,Blocky,2.399.057,5.514.279.624,1.832.785.957,1.202.755.169,1.864.106.307,6.398.124.804,5.785.471.784,0.333518499,4.199.459.494,1.478.409.179,2.286.108.792,1.783.843.573,0.0,21.8,191.2,1.0,0,0,0,2.077.537.343,1146288
2022-12-20,12,354,Loamy,Loamy,Granular,2.399.057,6.166.655.504,20.003.266,1.303.908.133,2.839.136.304,6.744.135.784,5.841.061.186,0.15592743,337.243.921,1.626.095.919,1.643.323.788,1.203.983.678,0.0,22.6,189.1,3.1,0,0,0,4.245.532.246,1146288
2022-12-21,12,355,Clay Loam,Loamy,Blocky,2.399.057,5.844.133.975,1.709.980.925,1.392.532.265,1.509.207.961,5.990.056.289,3.821.506.332,0.261014589,3.889.475.913,1.557.208.884,1.565.329.067,1.702.676.429,0.0,22.5,188.2,8.5,0,0,0,3.473.888.423,1146288
2022-12-22,12,356,Loamy,Silty,Blocky,2.399.057,5.053.405.988,2.220.542.998,136.233.326,1.902.719.288,6.607.310.863,4.610.054.499,0.203109594,4.412.841.232,1.459.912.736,2.446.528.571,1.248.140.951,0.0,22.4,169.9,5.5,0,0,0,2.212.418.391,1146288
2022-12-23,12,357,Loamy,Loamy,Massive,2.399.057,5.397.336.293,2.076.376.678,1.417.288.594,1.289.285.441,5.812.488.026,4.343.610.653,0.127255667,4.366.264.042,103.179.268,2.445.977.994,0.47701323,0.0,22.0,191.8,1.3,0,0,0,4.886.557.893,1146288
2022-12-24,12,358,Sandy Loam,Silty,Granular,2.399.057,5.965.237.173,1.981.988.678,1.395.792.143,2.777.969.449,5.882.274.217,3.159.531.497,0.359499183,2.975.937.538,1.485.004.565,1.745.038.745,9.617.714.893,0.0,21.5,194.6,0.0,0,0,0,2.573.626.226,1146288
2022-12-25,12,359,Silt Loam,Sandy,Massive,2.399.057,5.959.503.791,2.309.979.411,1.247.609.098,2.662.997.905,5.948.169.955,5.411.798.328,0.189927457,2.489.132.445,2.287.869.746,1.793.369.183,1.755.461.982,0.0,22.1,189.0,0.0,0,0,0,4.167.343.346,1146288
2022-12-26,12,360,Loamy,Sandy,Blocky,2.399.057,5.376.373.499,2.396.026.346,1.353.588.392,1.519.571.924,7.115.916.181,3.845.652.322,0.250351696,2.624.654.347,2.078.276.354,2.984.523.243,1.868.274.243,0.0,23.0,186.7,11.7,0,0,0,2.141.936.693,1146288
2022-12-27,12,361,Clay Loam,Loamy,Blocky,2.399.057,5.896.341.544,1.873.368.038,1.306.373.959,2.541.526.964,5.508.878.383,444.816.641,0.219547812,2.132.949.337,1.158.690.341,2.086.248.984,5.949.588.048,0.7,22.0,133.8,56.9,0,0,0,4.225.783.735,1146288
